question_id,video_id,start,end
Prediction_T1_996,OXUKR,8.9,16.15
Prediction_T1_997,39LQ8,1.8,13.75
Prediction_T1_998,XQC9F,11.1,31.700000000000003
Prediction_T1_1001,VICUM,0.5,24.6
Prediction_T1_1003,O7N6K,0.0,18.950000000000003
Prediction_T1_1004,L8HMR,0.0,19.825000000000003
Prediction_T1_1005,LTYK5,0.0,9.2
Prediction_T1_1007,SXMII,6.6,24.85
Prediction_T1_1008,SAK7K,0.0,21.025
Prediction_T1_1009,3J639,0.0,19.175
Prediction_T1_1010,OL2QI,12.8,22.125
Prediction_T1_1011,7DGWM,5.5,17.175
Prediction_T1_1012,7DGWM,13.1,27.799999999999997
Prediction_T1_1013,7DGWM,4.4,15.35
Prediction_T1_1014,QSQK2,9.8,24.125
Prediction_T1_1015,IULMX,0.0,25.674999999999997
Prediction_T1_1016,NY5LX,17.4,26.25
Prediction_T1_1017,VKTYD,2.8,14.025
Prediction_T1_1018,JSY2I,3.7,20.275
Prediction_T1_1020,X5YL3,2.7,14.5
Prediction_T1_1021,NMTRI,1.9,20.65
Prediction_T1_1022,57A1A,3.0,12.25
Prediction_T1_1023,8GXNA,8.0,29.25
Prediction_T1_1024,8VVHR,1.2,8.925
Prediction_T1_1025,8VVHR,0.0,19.275000000000002
Prediction_T1_1026,SFPJ7,0.0,14.45
Prediction_T1_1027,SFPJ7,8.2,15.4
Prediction_T1_1030,432NL,13.6,26.825000000000003
Prediction_T1_1031,LJ3AI,0.5,14.225000000000001
Prediction_T1_1033,N0N4I,7.4,21.4
Prediction_T1_1034,N0N4I,0.0,12.049999999999999
Prediction_T1_1037,KQYR0,0.9,17.525
Prediction_T1_1039,PNC99,2.8,12.175
Prediction_T1_1041,58VZI,0.8,17.375
Prediction_T1_1043,Z6ZYF,3.0,23.475
Prediction_T1_1044,1HL2K,0.0,9.0
Prediction_T1_1046,OUAIS,0.0,24.575000000000003
Prediction_T1_1048,HOI6L,0.0,27.224999999999998
Prediction_T1_1049,NVBBD,0.0,12.25
Prediction_T1_1050,X8A6H,0.0,17.45
Prediction_T1_1051,2LCLG,11.0,19.4
Prediction_T1_1052,TZL6H,6.0,26.0
Prediction_T1_1053,6UMSJ,0.0,10.175
Prediction_T1_1054,FQ6OB,0.0,26.125
Prediction_T1_1055,8NW4J,10.5,21.5
Prediction_T1_1056,8NW4J,0.0,4.825
Prediction_T1_1057,8NW4J,0.0,12.025
Prediction_T1_1058,Z1ZUI,0.0,14.850000000000001
Prediction_T1_1060,E0U3R,0.0,9.875
Prediction_T1_1061,W28C2,0.0,9.375
Prediction_T1_1063,U6L1X,0.0,21.0
Prediction_T1_1064,DJJ24,0.0,11.175
Prediction_T1_1066,AR7ZK,1.9,20.55
Prediction_T1_1067,RS3SQ,0.7,14.15
Prediction_T1_1068,9LO9F,2.4,29.799999999999997
Prediction_T1_1069,RIUEI,3.7,25.2
Prediction_T1_1073,A84J7,0.0,19.075000000000003
Prediction_T1_1074,XXYWL,0.5,7.300000000000001
Prediction_T1_1075,WIYE2,0.0,17.225
Prediction_T1_1077,ZWPS3,5.3,13.775
Prediction_T1_1078,IJOAK,0.0,10.6
Prediction_T1_1079,IJOAK,0.0,20.525
Prediction_T1_1080,E5TW6,0.0,25.2
Prediction_T1_1081,HXQ55,0.0,31.85
Prediction_T1_1082,H3CDC,3.2,11.15
Prediction_T1_1083,QU2WL,8.8,25.3
Prediction_T1_1084,J3ZQS,4.6,26.3
Prediction_T1_1085,J3ZQS,1.3,20.325000000000003
Prediction_T1_1086,QRZK5,12.1,35.974999999999994
Prediction_T1_1088,XWQ3Z,1.1,12.85
Prediction_T1_1089,40F42,0.0,18.325
Prediction_T1_1090,ZPUVC,0.2,11.6
Prediction_T1_1091,ZPUVC,12.9,27.925
Prediction_T1_1092,UGF6Q,0.0,18.35
Prediction_T1_1094,UGF6Q,18.7,26.799999999999997
Prediction_T1_1095,6QDZI,12.7,29.125
Prediction_T1_1096,6QDZI,8.8,15.7
Prediction_T1_1097,5T607,20.3,31.6
Prediction_T1_1098,5T607,5.8,34.949999999999996
Prediction_T1_1100,T8O8Y,0.0,22.2
Prediction_T1_1101,EGY7O,2.4,16.45
Prediction_T1_1102,EGY7O,10.3,34.675
Prediction_T1_1103,4VCHD,7.7,18.7
Prediction_T1_1104,4VCHD,5.8,13.325000000000001
Prediction_T1_1105,4VCHD,0.0,9.55
Prediction_T1_1106,L0YQM,0.0,16.9
Prediction_T1_1107,HKS9J,1.1,8.625
Prediction_T1_1108,3VM0R,4.6,22.425
Prediction_T1_1109,DOB0W,0.0,7.025
Prediction_T1_1110,U9SH3,4.8,28.549999999999997
Prediction_T1_1111,3VMTS,0.0,19.775000000000002
Prediction_T1_1113,DSG0F,1.3,23.049999999999997
Prediction_T1_1114,FIAJP,0.4,19.35
Prediction_T1_1115,3KZF7,5.9,21.825
Prediction_T1_1116,3KZF7,0.0,7.95
Prediction_T1_1118,HHCFO,9.7,29.6
Prediction_T1_1120,LKSBL,1.1,7.55
Prediction_T1_1121,VSAA7,0.0,32.5
Prediction_T1_1122,S2FLE,0.0,24.65
Prediction_T1_1123,LCZ8F,0.0,18.875
Prediction_T1_1124,5GK8W,0.0,12.3
Prediction_T1_1125,5GK8W,5.8,30.2
Prediction_T1_1127,2XSK6,9.7,24.15
Prediction_T1_1128,2XSK6,0.1,11.825
Prediction_T1_1132,X89FW,0.0,24.575
Prediction_T1_1133,QT6X8,5.0,34.225
Prediction_T1_1134,2544C,0.0,11.9
Prediction_T1_1136,YW5C4,1.0,19.5
Prediction_T1_1138,CLORP,0.5,19.225
Prediction_T1_1139,CLORP,14.6,26.875
Prediction_T1_1140,M9KMN,0.0,21.475
Prediction_T1_1142,RZIAJ,0.0,24.625
Prediction_T1_1143,H6ROK,12.7,29.125
Prediction_T1_1144,URG8B,0.3,14.5
Prediction_T1_1146,0Z36L,17.2,29.525
Prediction_T1_1149,C6LW1,0.0,20.625
Prediction_T1_1151,CZY4Q,0.0,38.0
Prediction_T1_1152,ITJZB,6.8,18.5
Prediction_T1_1153,QS6O1,2.9,17.95
Prediction_T1_1155,KFD4I,11.5,23.7
Prediction_T1_1156,MUE7H,0.0,22.375
Prediction_T1_1159,KX90W,0.0,6.449999999999999
Prediction_T1_1161,JBJGX,12.2,26.325000000000003
Prediction_T1_1163,43FG9,0.0,5.550000000000001
Prediction_T1_1164,64IAU,0.5,17.825
Prediction_T1_1166,OEIRN,17.3,26.700000000000003
Prediction_T1_1167,OEIRN,1.0,24.925
Prediction_T1_1168,OEIRN,23.7,33.5
Prediction_T1_1169,WLA52,0.6,17.6
Prediction_T1_1170,WLA52,1.3,20.5
Prediction_T1_1171,IFO3G,0.0,32.125
Prediction_T1_1172,16IDQ,0.0,16.425
Prediction_T1_1173,20WZU,0.0,12.9
Prediction_T1_1174,N2GFQ,14.0,34.8
Prediction_T1_1175,N2GFQ,0.0,8.55
Prediction_T1_1176,OKVGK,2.1,17.525
Prediction_T1_1177,ZVV1Y,0.0,21.3
Prediction_T1_1178,0TIHC,0.0,21.575000000000003
Prediction_T1_1179,8YNSB,7.1,21.450000000000003
Prediction_T1_1180,8YNSB,0.0,13.2
Prediction_T1_1181,HHZUI,5.2,24.65
Prediction_T1_1182,BQKW5,0.0,12.95
Prediction_T1_1183,P7RQS,0.0,6.925
Prediction_T1_1184,P7RQS,3.1,13.875
Prediction_T1_1186,3WAWR,8.5,20.275
Prediction_T1_1187,GXZHG,0.0,13.95
Prediction_T1_1188,AWITI,0.0,11.4
Prediction_T1_1189,0POYO,0.0,17.35
Prediction_T1_1190,B3SF6,4.4,21.625
Prediction_T1_1191,3TK88,8.1,39.475
Prediction_T1_1192,N1RJW,0.0,29.225
Prediction_T1_1193,FPQRX,0.0,6.15
Prediction_T1_1195,O1D7K,0.0,18.525
Prediction_T1_1198,9BCZU,0.0,22.725
Prediction_T1_1199,TLBWW,1.3,18.05
Prediction_T1_1201,9PXC0,0.0,13.175
Prediction_T1_1202,ZD3GI,28.2,40.400000000000006
Prediction_T1_1203,2074D,3.3,17.6
Prediction_T1_1204,WYM1M,0.0,25.674999999999997
Prediction_T1_1206,YRPAR,1.7,11.0
Prediction_T1_1207,99SGB,0.3,7.475
Prediction_T1_1208,99SGB,0.0,5.9
Prediction_T1_1211,0J5T4,14.7,32.15
Prediction_T1_1212,0J5T4,0.7,10.575000000000001
Prediction_T1_1213,0J5T4,2.0,16.925
Prediction_T1_1214,QYSER,0.0,10.4
Prediction_T1_1215,AVJFE,0.0,16.9
Prediction_T1_1216,8J2K5,22.5,31.65
Prediction_T1_1220,KFZ55,0.2,15.85
Prediction_T1_1221,1UHL7,12.2,24.575000000000003
Prediction_T1_1224,KHWI5,0.0,24.174999999999997
Prediction_T1_1226,Z2A7Q,5.2,18.425
Prediction_T1_1228,U6QKX,0.0,9.55
Prediction_T1_1229,2U0QT,10.0,21.575
Prediction_T1_1230,I5F23,0.2,7.15
Prediction_T1_1231,F99PM,1.4,26.425
Prediction_T1_1232,GBDJX,0.0,7.025
Prediction_T1_1233,VXM6A,7.2,14.15
Prediction_T1_1234,VXM6A,0.0,8.4
Prediction_T1_1235,I713Z,3.4,20.724999999999998
Prediction_T1_1236,Z1LVD,5.3,18.575000000000003
Prediction_T1_1237,AM4QC,0.0,9.775
Prediction_T1_1239,PUY9Q,2.0,14.299999999999999
Prediction_T1_1240,7JTEK,0.0,20.4
Prediction_T1_1241,CVK5Z,7.3,28.15
Prediction_T1_1242,H32FR,11.9,23.85
Prediction_T1_1243,H32FR,1.1,9.75
Prediction_T1_1244,5BQMX,3.2,16.475
Prediction_T1_1245,7FTBS,1.5,21.45
Prediction_T1_1246,O7FDB,6.1,20.125
Prediction_T1_1247,ZAJAJ,0.5,13.55
Prediction_T1_1249,X8DZV,6.5,26.125
Prediction_T1_1250,X8DZV,1.4,12.475
Prediction_T1_1251,VNVRA,0.0,6.475
Prediction_T1_1252,L9H3O,16.0,29.5
Prediction_T1_1253,L2LF6,1.3,14.725
Prediction_T1_1254,WGZ29,1.8,45.825
Prediction_T1_1256,PW3GG,0.3,19.025
Prediction_T1_1257,G4JHX,0.6,19.549999999999997
Prediction_T1_1261,AUYOZ,5.0,16.775
Prediction_T1_1265,KMAQ2,7.6,24.325000000000003
Prediction_T1_1266,T4NAU,14.9,21.675
Prediction_T1_1267,T4NAU,13.8,24.675
Prediction_T1_1268,T4NAU,0.0,15.3
Prediction_T1_1269,P4DL9,0.0,26.8
Prediction_T1_1270,OY50Q,8.0,19.325
Prediction_T1_1271,OO4FE,0.1,12.375
Prediction_T1_1272,52WDV,0.9,21.3
Prediction_T1_1273,AZFKK,0.0,11.375
Prediction_T1_1275,DVO31,11.5,35.4
Prediction_T1_1276,HLMQ8,0.0,9.075
Prediction_T1_1278,ILKXV,2.0,19.575
Prediction_T1_1279,85OEC,3.2,29.875
Prediction_T1_1281,08QQS,7.3,25.3
Prediction_T1_1282,Q49E0,0.0,27.225
Prediction_T1_1283,89MAO,0.0,17.875
Prediction_T1_1284,VX1GX,16.3,30.7
Prediction_T1_1285,Y1BWP,0.0,9.175
Prediction_T1_1287,DTUJD,1.1,13.925
Prediction_T1_1288,DTUJD,1.1,12.875
Prediction_T1_1289,K0C0A,0.0,16.575
Prediction_T1_1292,01K8X,0.0,28.700000000000003
Prediction_T1_1293,HSH5R,0.0,14.6
Prediction_T1_1296,OM2NF,5.9,20.425
Prediction_T1_1298,O6FSN,0.0,17.15
Prediction_T1_1300,TW12W,19.6,29.674999999999997
Prediction_T1_1301,KXAIZ,8.1,20.375
Prediction_T1_1302,F3ULU,1.5,17.175
Prediction_T1_1304,IUGG8,5.3,19.675
Prediction_T1_1306,N6R39,5.5,22.5
Prediction_T1_1307,HDMN4,0.0,15.4
Prediction_T1_1308,HDMN4,14.1,21.025
Prediction_T1_1309,WI6NB,4.5,34.05
Prediction_T1_1310,VQOBM,0.3,11.45
Prediction_T1_1311,DWU60,6.7,25.0
Prediction_T1_1315,XI9LI,4.3,29.475
Prediction_T1_1316,VYW49,0.0,29.9
Prediction_T1_1317,FXIVQ,1.3,17.85
Prediction_T1_1318,GSIYV,6.2,16.35
Prediction_T1_1319,GSIYV,15.1,26.45
Prediction_T1_1320,TK76G,0.0,12.100000000000001
Prediction_T1_1321,AI6KJ,0.8,13.299999999999999
Prediction_T1_1322,KNN3G,12.2,23.950000000000003
Prediction_T1_1323,4WUNC,5.7,25.2
Prediction_T1_1324,XXX1O,0.0,24.4
Prediction_T1_1327,4ZY8C,0.7,17.225
Prediction_T1_1328,4ZY8C,16.0,25.8
Prediction_T1_1329,4ZY8C,0.0,21.625
Prediction_T1_1330,G3K6P,0.0,14.025
Prediction_T1_1331,7SXQS,1.0,12.625
Prediction_T1_1333,9FH1E,9.8,20.925
Prediction_T1_1334,MWAGL,16.7,24.625
Prediction_T1_1335,MWAGL,0.0,10.725
Prediction_T1_1336,ET224,12.1,49.650000000000006
Prediction_T1_1337,ET224,48.2,57.175
Prediction_T1_1338,ET224,2.0,14.475
Prediction_T1_1339,GEAB1,12.3,26.724999999999998
Prediction_T1_1340,L5842,5.3,19.65
Prediction_T1_1342,7L0TN,0.0,12.625
Prediction_T1_1343,J6WE2,0.0,9.9
Prediction_T1_1344,J6WE2,8.0,24.799999999999997
Prediction_T1_1345,5GITI,3.8,18.8
Prediction_T1_1346,622EX,0.0,22.8
Prediction_T1_1347,9JPV3,0.0,17.4
Prediction_T1_1348,41CZS,8.8,16.575
Prediction_T1_1350,TZV01,17.1,28.174999999999997
Prediction_T1_1352,297S4,38.1,47.9
Prediction_T1_1353,NAF1C,1.3,32.725
Prediction_T1_1354,Z9W47,0.0,12.1
Prediction_T1_1355,W0A0Z,9.0,27.0
Prediction_T1_1356,E27NK,0.0,25.525
Prediction_T1_1357,E27NK,0.0,27.0
Prediction_T1_1359,391VK,15.0,25.9
Prediction_T1_1360,UHDEF,0.0,4.125
Prediction_T1_1361,XDVAY,0.0,12.3
Prediction_T1_1362,FMXZS,0.0,27.6
Prediction_T1_1364,PM2GT,3.8,24.475
Prediction_T1_1365,VKKIQ,0.3,12.649999999999999
Prediction_T1_1366,FVITB,6.2,21.175
Prediction_T1_1370,FL6DF,6.0,15.875
Prediction_T1_1371,FL6DF,3.2,10.15
Prediction_T1_1372,3PXGQ,0.2,25.15
Prediction_T1_1373,B3HCE,4.4,17.075
Prediction_T1_1374,B3HCE,4.4,12.225
Prediction_T1_1376,CYT5I,7.1,22.549999999999997
Prediction_T1_1377,ZS9XR,1.5,12.225
Prediction_T1_1378,ZS9XR,1.3,25.8
Prediction_T1_1379,X58SH,18.0,27.95
Prediction_T1_1382,85LEB,0.0,26.450000000000003
Prediction_T1_1383,NIG0Z,3.5,24.375
Prediction_T1_1384,QX89T,0.0,16.1
Prediction_T1_1385,2MR5K,9.9,23.15
Prediction_T1_1387,UD7R8,11.7,28.225
Prediction_T1_1388,2JTRG,7.9,27.075000000000003
Prediction_T1_1390,275W0,0.3,15.3
Prediction_T1_1391,SWZWL,0.9,21.375
Prediction_T1_1393,ZSJ2I,9.8,25.549999999999997
Prediction_T1_1398,EGNZB,1.8,13.325
Prediction_T1_1399,OZ5SV,0.0,10.25
Prediction_T1_1400,P4HXN,0.8,28.425
Prediction_T1_1403,0NZVB,11.5,37.9
Prediction_T1_1404,ZCULX,0.0,14.25
Prediction_T1_1406,LFU36,0.0,14.700000000000001
Prediction_T1_1408,I1OLQ,8.4,27.5
Prediction_T1_1411,3Q3YY,22.5,35.75
Prediction_T1_1412,3Q3YY,0.4,16.7
Prediction_T1_1413,NC1OC,17.4,28.65
Prediction_T1_1414,4I00F,13.9,26.674999999999997
Prediction_T1_1416,4I00F,0.0,8.925
Prediction_T1_1417,4I00F,9.3,22.05
Prediction_T1_1418,PWW6X,0.0,8.85
Prediction_T1_1419,NNG97,0.6,10.25
Prediction_T1_1420,5ZGRN,0.0,11.15
Prediction_T1_1421,R4ENI,0.0,17.225
Prediction_T1_1422,DYGB7,6.6,28.549999999999997
Prediction_T1_1423,7SAFU,10.4,29.025
Prediction_T1_1425,ZUU2X,0.0,21.025000000000002
Prediction_T1_1426,9ZQ0R,8.0,19.55
Prediction_T1_1427,NKCXF,0.0,26.6
Prediction_T1_1428,O8N4M,0.0,23.975
Prediction_T1_1429,KTXE0,0.0,22.075
Prediction_T1_1430,KTXE0,20.5,28.75
Prediction_T1_1431,1FPW9,0.0,11.850000000000001
Prediction_T1_1433,5A3FT,11.7,22.9
Prediction_T1_1437,MUGVM,0.0,14.9
Prediction_T1_1438,W4MEA,0.3,20.175
Prediction_T1_1439,TGKHG,1.6,30.174999999999997
Prediction_T1_1440,VD8PU,0.0,18.775
Prediction_T1_1442,BID6Z,21.4,30.85
Prediction_T1_1445,RJCNV,3.2,13.625
Prediction_T1_1446,MHI9B,0.0,32.225
Prediction_T1_1447,1G2QC,0.0,28.174999999999997
Prediction_T1_1448,L57L2,15.4,25.05
Prediction_T1_1449,6YZOL,0.0,22.575
Prediction_T1_1450,NNUCA,0.0,10.225
Prediction_T1_1451,NNUCA,1.6,8.95
Prediction_T1_1452,Q3HZI,0.0,16.95
Prediction_T1_1455,J95X1,15.7,35.175
Prediction_T1_1456,BE51K,0.0,13.425
Prediction_T1_1457,QNPDC,5.7,38.825
Prediction_T1_1458,0J1AQ,8.9,33.175
Prediction_T1_1459,LQGMM,8.0,30.549999999999997
Prediction_T1_1460,JN2E8,0.0,15.925
Prediction_T1_1462,6VUKN,2.6,25.6
Prediction_T1_1464,CRTUY,0.4,9.799999999999999
Prediction_T1_1465,TPSUY,6.7,13.275
Prediction_T1_1466,A58GR,1.4,18.75
Prediction_T1_1467,CG5KY,11.3,22.6
Prediction_T1_1468,TY68F,0.0,6.6
Prediction_T1_1469,MZHDX,8.2,26.75
Prediction_T1_1470,3CW6P,0.0,25.725
Prediction_T1_1472,B7SZJ,2.5,11.175
Prediction_T1_1473,B7SZJ,4.9,12.475
Prediction_T1_1474,MV0TX,9.5,23.025
Prediction_T1_1475,MV0TX,3.3,22.425
Prediction_T1_1477,D3N3P,0.0,14.625
Prediction_T1_1478,WVOQP,20.2,35.525000000000006
Prediction_T1_1479,WVOQP,9.2,17.775000000000002
Prediction_T1_1480,XFS7Z,26.4,39.5
Prediction_T1_1481,WREDC,0.0,16.9
Prediction_T1_1485,ZWE6N,7.6,23.450000000000003
Prediction_T1_1486,GLGQJ,0.0,23.150000000000002
Prediction_T1_1487,TOOYI,0.5,13.925
Prediction_T1_1488,K7E8L,0.0,16.225
Prediction_T1_1489,E9EKR,0.0,16.325
Prediction_T1_1490,5ZXA3,14.9,26.674999999999997
Prediction_T1_1491,099Y1,16.5,25.875
Prediction_T1_1492,099Y1,2.2,21.6
Prediction_T1_1493,J3UKN,0.0,20.825
Prediction_T1_1494,2P6ZP,1.0,21.025
Prediction_T1_1495,QWHFE,15.7,24.0
Prediction_T1_1496,BTN7H,0.9,23.525000000000002
Prediction_T1_1497,YNIWQ,13.1,28.700000000000003
Prediction_T1_1498,YNIWQ,4.1,15.475
Prediction_T1_1499,QUGLP,4.1,28.5
Prediction_T1_1500,46Z16,2.4,42.849999999999994
Prediction_T1_1501,E6TED,9.4,21.325000000000003
Prediction_T1_1503,NBIR0,12.4,22.425
Prediction_T1_1504,T2J3M,9.2,23.599999999999998
Prediction_T1_1505,TS2TD,6.4,28.4
Prediction_T1_1506,M52K2,1.7,40.725
Prediction_T1_1507,XLR4B,0.4,24.075
Prediction_T1_1508,ANAR5,0.0,5.15
Prediction_T1_1509,N67PL,0.8,26.0
Prediction_T1_1510,TIS3Z,1.5,29.200000000000003
Prediction_T1_1511,JCNHL,12.4,21.225
Prediction_T1_1512,0H5VC,14.7,22.275
Prediction_T1_1513,0H5VC,0.0,23.525
Prediction_T1_1514,7UQFM,4.1,29.275
Prediction_T1_1516,9HOV3,1.7,19.225
Prediction_T1_1517,YDWN5,0.0,8.0
Prediction_T1_1518,W0Y4E,6.5,21.5
Prediction_T1_1519,W0Y4E,0.0,8.35
Prediction_T1_1520,Q9DW7,5.0,31.075
Prediction_T1_1521,FNPOB,1.4,13.175
Prediction_T1_1523,2L6E2,0.0,7.475
Prediction_T1_1524,2L6E2,6.1,20.174999999999997
Prediction_T1_1526,K0IGF,6.0,29.05
Prediction_T1_1527,0PPPL,8.8,16.275
Prediction_T1_1528,0PPPL,17.1,29.700000000000003
Prediction_T1_1529,0PPPL,4.9,13.275
Prediction_T1_1530,1SJQX,7.6,19.475
Prediction_T1_1531,I9SSV,4.6,18.2
Prediction_T1_1532,BUL4V,0.0,20.175
Prediction_T1_1534,94YTY,1.8,13.600000000000001
Prediction_T1_1536,PGKB4,14.7,29.525
Prediction_T1_1537,PGKB4,3.2,16.625
Prediction_T1_1538,1SMZZ,0.0,19.9
Prediction_T1_1540,4RLYA,0.7,23.95
Prediction_T1_1541,9EP7R,11.6,18.3
Prediction_T1_1543,DQGYG,14.2,33.95
Prediction_T1_1544,82XWA,6.0,20.049999999999997
Prediction_T1_1545,QRWQ3,6.0,27.9
Prediction_T1_1546,CSHUE,13.1,19.25
Prediction_T1_1547,CSHUE,6.8,14.125
Prediction_T1_1548,SG8ZR,1.7,28.725
Prediction_T1_1549,CK3H7,20.9,36.0
Prediction_T1_1551,X91NG,12.8,23.825
Prediction_T1_1552,X91NG,22.1,31.725
Prediction_T1_1553,OJGGZ,11.5,31.95
Prediction_T1_1554,M2F66,0.0,18.575000000000003
Prediction_T1_1555,M2F66,0.0,39.85
Prediction_T1_1556,GCWNT,0.0,13.1
Prediction_T1_1557,1JYPW,0.0,15.875
Prediction_T1_1558,IKZJE,7.4,23.325
Prediction_T1_1559,XFLQH,21.0,30.75
Prediction_T1_1560,XFLQH,0.0,22.25
Prediction_T1_1565,MV37M,0.0,8.9
Prediction_T1_1567,YC3OE,11.3,32.15
Prediction_T1_1568,DRXNL,1.8,14.125
Prediction_T1_1569,DRXNL,12.9,25.275
Prediction_T1_1570,DRXNL,0.0,19.575
Prediction_T1_1574,YAPN7,15.4,23.875
Prediction_T1_1575,YAPN7,6.5,16.2
Prediction_T1_1576,YAPN7,8.4,17.075
Prediction_T1_1577,JD3KW,17.8,36.800000000000004
Prediction_T1_1578,5XCUV,0.0,22.924999999999997
Prediction_T1_1579,9D6WC,0.2,10.525
Prediction_T1_1580,1NNFV,12.1,26.175
Prediction_T1_1581,1NNFV,8.0,17.275
Prediction_T1_1583,AFTMI,13.5,33.675
Prediction_T1_1584,V4PKW,0.0,15.024999999999999
Prediction_T1_1585,RKGXU,0.9,13.2
Prediction_T1_1586,ARESU,11.5,20.825
Prediction_T1_1587,ARESU,0.0,19.775
Prediction_T1_1589,NSDFA,1.2,22.75
Prediction_T1_1591,K2LY1,0.0,18.2
Prediction_T1_1592,3YC35,13.4,28.725
Prediction_T1_1593,E6389,0.0,11.925
Prediction_T1_1594,UBYBQ,0.0,15.525
Prediction_T1_1595,A4VK8,0.0,12.65
Prediction_T1_1596,EQO9N,10.5,22.075000000000003
Prediction_T1_1598,AAW5D,0.0,16.825
Prediction_T1_1600,106AY,9.9,25.974999999999998
Prediction_T1_1601,RO9RP,11.4,22.15
Prediction_T1_1602,CWUDQ,5.9,17.6
Prediction_T1_1604,A52N5,3.7,14.975
Prediction_T1_1605,EL3N9,2.5,20.975
Prediction_T1_1606,0F0WE,6.5,19.575
Prediction_T1_1607,0F0WE,2.8,14.875
Prediction_T1_1608,S2XJW,0.4,7.2749999999999995
Prediction_T1_1609,UMXKN,0.0,15.65
Prediction_T1_1610,UMXKN,1.5,18.775
Prediction_T1_1611,5XKVP,0.0,9.125
Prediction_T1_1612,SVEWD,0.0,19.150000000000002
Prediction_T1_1613,TNEEH,0.0,21.975
Prediction_T1_1614,A2Z46,0.0,26.849999999999998
Prediction_T1_1615,A2Z46,19.3,28.65
Prediction_T1_1617,VU7P7,1.6,10.8
Prediction_T1_1618,JTXUA,15.8,29.950000000000003
Prediction_T1_1619,JTXUA,5.3,18.15
Prediction_T1_1620,785X2,24.0,45.824999999999996
Prediction_T1_1621,GTK8W,0.0,32.25
Prediction_T1_1623,99UA6,1.3,52.5
Prediction_T1_1624,VWAEL,6.2,26.15
Prediction_T1_1625,6XGUE,4.4,17.6
Prediction_T1_1626,6XGUE,0.0,32.775
Prediction_T1_1629,HR6MF,1.6,11.05
Prediction_T1_1630,3OUXT,17.6,24.575
Prediction_T1_1631,JC1DV,0.0,9.35
Prediction_T1_1632,IXY95,1.0,14.25
Prediction_T1_1633,IXY95,11.2,18.25
Prediction_T1_1634,H7LQM,6.9,33.05
Prediction_T1_1635,SGAGB,0.0,15.125
Prediction_T1_1636,PN7CX,0.8,14.8
Prediction_T1_1637,IJNBL,16.9,36.425
Prediction_T1_1638,6YTAJ,3.6,27.799999999999997
Prediction_T1_1639,1PB6T,0.0,10.625
Prediction_T1_1640,OJLFZ,0.4,10.225000000000001
Prediction_T1_1641,OJLFZ,9.4,27.875
Prediction_T1_1642,OJLFZ,8.8,20.125
Prediction_T1_1643,ZFZEN,11.9,42.075
Prediction_T1_1644,ZFZEN,0.0,11.950000000000001
Prediction_T1_1646,SCOML,0.0,20.924999999999997
Prediction_T1_1647,O07KU,2.3,16.3
Prediction_T1_1649,07LG5,0.0,16.3
Prediction_T1_1651,JFSJF,0.0,24.450000000000003
Prediction_T1_1652,PZ0MM,0.0,12.9
Prediction_T1_1653,X5QMG,0.0,15.425
Prediction_T1_1654,F8UU2,0.0,33.125
Prediction_T1_1655,F8UU2,0.0,12.075
Prediction_T1_1656,R2VY3,0.0,3.925
Prediction_T1_1658,Z0Q5D,0.0,14.475
Prediction_T1_1659,UCFCB,22.2,28.5
Prediction_T1_1660,0M6IY,8.6,25.0
Prediction_T1_1661,N513D,3.5,16.2
Prediction_T1_1662,N513D,5.5,14.725
Prediction_T1_1663,N513D,10.9,28.0
Prediction_T1_1665,AZZ7V,0.0,29.6
Prediction_T1_1666,QIBAJ,1.4,23.075
Prediction_T1_1667,QIBAJ,1.0,14.325
Prediction_T1_1668,JQKR5,0.0,21.0
Prediction_T1_1669,JQKR5,20.9,27.975
Prediction_T1_1670,8IPWO,1.8,30.125
Prediction_T1_1671,LBGFT,3.6,13.225
Prediction_T1_1672,2ZXJ5,0.0,13.8
Prediction_T1_1673,58YA5,0.0,13.8
Prediction_T1_1674,ELRP9,5.9,16.275
Prediction_T1_1675,ELRP9,22.7,40.325
Prediction_T1_1676,AD9MO,2.4,18.85
Prediction_T1_1677,G0BKH,3.2,24.099999999999998
Prediction_T1_1678,BB25Z,0.0,26.725
Prediction_T1_1680,AZ5JS,16.1,29.825000000000003
Prediction_T1_1681,VFD5I,6.8,26.175
Prediction_T1_1683,G4MNO,0.0,22.725
Prediction_T1_1684,P4MBS,0.0,23.3
Prediction_T1_1685,ZF5CP,0.0,15.925
Prediction_T1_1687,IYD9U,0.0,27.424999999999997
Prediction_T1_1688,ZCG3J,4.9,11.775
Prediction_T1_1689,B0JWB,0.0,10.95
Prediction_T1_1690,QJXNG,0.0,13.675
Prediction_T1_1692,F1QR1,9.3,17.7
Prediction_T1_1693,FX7ZY,0.0,8.725
Prediction_T1_1694,FX7ZY,8.6,16.875
Prediction_T1_1697,97086,8.0,20.625
Prediction_T1_1698,97086,8.7,19.450000000000003
Prediction_T1_1699,TNWWG,0.0,12.549999999999999
Prediction_T1_1700,HZTB1,0.3,28.349999999999998
Prediction_T1_1701,BMLFA,0.0,20.45
Prediction_T1_1702,GDS6Q,5.7,15.3
Prediction_T1_1703,0I0FX,6.0,25.174999999999997
Prediction_T1_1704,UL9LN,0.0,21.325
Prediction_T1_1706,UR7C8,11.7,23.675
Prediction_T1_1707,R2YKH,5.9,45.25
